id,nombre,cre_id,latitud,longitud
,SERVICIO CHIPILO S.A. DE C.V.,PL/1620/EXP/ES/2015,18.99938,-98.33859
,ESTACIÓN DE SERVICIO BACALAR S.A. DE C.V.,PL/1857/EXP/ES/2015,19.56261,-88.04469
,SERVICIO JACARANDA S.A. DE C.V.,PL/1534/EXP/ES/2015,24.04798,-104.6218
,VALUVE S.A. DE C.V.,PL/1604/EXP/ES/2015,19.47074,-99.2403
,"SERVICIO CALIPSO, S. DE R.L. DE C.V.",PL/1793/EXP/ES/2015,21.35952,-101.94
,CENTRO GASOLINERO ANIMAS S.A. DE C.V.,PL/1615/EXP/ES/2015,18.62486,-95.50764
,SERVICIO PLAZA CIRCUNVALACIÓN S.A. DE C.V.,PL/1833/EXP/ES/2015,20.61963,-100.4323
,SERVICIO SOTO SANTANA S.A. DE C.V.,PL/1740/EXP/ES/2015,21.68725,-102.5704
,SERVICIOS SINALOENESES S.A. DE C.V.,PL/1565/EXP/ES/2015,24.0408,-110.3
,SERVICIO AUTOMOTRIZ INSURGENTES S.A. DE C.V.,PL/1613/EXP/ES/2015,19.36972,-99.18001
,COMBUSTIBLES DE HUAJUAPAN S.A. DE C.V.,PL/1788/EXP/ES/2015,17.80275,-97.75892
,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/1679/EXP/ES/2015,20.78841,-101.3294
,Vales Fusion S.A. de C.V.,PL/1782/EXP/ES/2015,20.65661,-103.3502
,INMUEBLES VENTA DE CARPIO S.A. DE C.V.,PL/1714/EXP/ES/2015,19.50356,-99.04985
,ESTACIÓN DE SERVICIO LA ARENA S.A. DE C.V.,PL/1980/EXP/ES/2015,20.58668,-103.1161
,ADMINISTRADORA BOTURINI S.A. DE C.V.,PL/1627/EXP/ES/2015,19.41772,-99.12722
,GRUPO G&G DE OCCIDENTE S.A. DE C.V.,PL/1739/EXP/ES/2015,20.45897,-103.4405
,EXACTOGAS S.A. DE C.V.,PL/1537/EXP/ES/2015,19.61469,-98.96627
,GASOFIA S.A. DE C.V.,PL/1786/EXP/ES/2015,20.52119,-103.2436
,SERVICIO CERRO DEL PUEBLO S.A. DE C.V.,PL/1954/EXP/ES/2015,25.44808,-101.027
,AUTOMOTRIZ HF S.A. DE C.V.,PL/1601/EXP/ES/2015,19.2813,-99.4896
,MULTISERVICIOS DE GRANILLO S.A. DE C.V.,PL/2014/EXP/ES/2015,26.81004,-105.8162
,SERVICIO FERPA S.A. DE C.V.,PL/1694/EXP/ES/2015,21.14681,-101.7034
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1704/EXP/ES/2015,23.08076,-109.7075
,RINCON ENERGÉTICO S.A. DE C.V.,PL/1944/EXP/ES/2015,20.72532,-103.4189
,SERVICIO DAYCO S.A. DE C.V.,PL/1839/EXP/ES/2015,19.26983,-99.64117
,ESTACIÓN SANTA MARÍA LA PROVIDENCIA S.A. DE C.V.,PL/1728/EXP/ES/2015,20.0702,-98.71516
,SERVICIO GOMEZ E HIJOS S.A. DE C.V.,PL/1517/EXP/ES/2015,16.70031,-93.02784
,ESTACIÓN DE SERVICIO RAVEMA S.A. DE C.V.,PL/1855/EXP/ES/2015,20.64403,-87.0924
,ESTACIÓN DE SERVICIOS PÓRTICOS S.A. DE C.V.,PL/1558/EXP/ES/2015,32.44283,-117.0271
,RECAR SÚPER SERVICIO S.A. DE C.V.,PL/1544/EXP/ES/2015,19.2938,-99.55798
,SÚPER SERVICIO TOLLOCAN S.A. DE C.V.,PL/1910/EXP/ES/2015,19.33687,-99.66704
,ESTACIÓN DE SERVICIO JABA S.A. DE C.V.,PL/1829/EXP/ES/2015,19.4303,-99.22439
,SERVICIO VALLE S.A. DE C.V.,PL/1919/EXP/ES/2015,19.5733,-99.02178
,MONGAS S.A. DE C.V.,PL/1595/EXP/ES/2015,25.74463,-100.1612
,SERVICIO JURAMMI S.A. DE C.V.,PL/1913/EXP/ES/2015,19.41585,-99.03629
,ORIGAS S.A. DE C.V.,PL/1992/EXP/ES/2015,19.26609,-98.85302
,SERVICIO TERREMOTES S.A. DE C.V.,PL/1835/EXP/ES/2015,19.34943,-99.07056
,CRIMER S.A. DE C.V.,PL/1632/EXP/ES/2015,19.95848,-99.86055
,SERVICIOS SAN JOSÉ DEL VALLE S.A. DE C.V.,PL/1583/EXP/ES/2015,20.55042,-103.3567
,SERVICIO NUEVO LAREDO S.A. DE C.V.,PL/1655/EXP/ES/2015,19.5789,-99.04271
,GASOLINERA BALLESTEROS IBARRA S.A. DE C.V.,PL/1826/EXP/ES/2015,25.26172,-99.6715
,ANTIGUA R1 S.A. DE C.V.,PL/1524/EXP/ES/2015,19.5627,-99.01958
,Servicios Energéticos Constituyentes S.A. de C.V.,PL/2020/EXP/ES/2015,20.55981,-100.4168
,SERVICIO SANTA BARBARA S.A. DE C.V.,PL/1736/EXP/ES/2015,19.31158,-98.89842
,ESTACIÓN EL CID S.A. DE C.V.,PL/1689/EXP/ES/2015,19.87881,-98.93965
,INMOBILIARIA KUKULKAN S.A. DE C.V.,PL/1684/EXP/ES/2015,18.49731,-88.30573
,SERVICIO APOLO S.A. DE C.V.,PL/1930/EXP/ES/2015,20.70313,-105.2322
,SERVICIO CERESO S.A. DE C.V.,PL/1803/EXP/ES/2015,20.67988,-101.4034
,DIGEPE S.A. DE C.V.,PL/1690/EXP/ES/2015,18.89199,-97.74451
,SERVICIO RÍO PRESIDIO S.A. DE C.V.,PL/1828/EXP/ES/2015,23.18855,-106.2103
,ENERGÉTICA PETROJAL S.A. DE C.V.,PL/1937/EXP/ES/2015,20.60865,-103.1204
,GASOGON S.A. DE C.V.,PL/1867/EXP/ES/2015,19.23569,-99.59755
,SERVICIO RIMATOVE S.A. DE C.V.,PL/1854/EXP/ES/2015,21.1493,-86.85104
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1946/EXP/ES/2015,23.09886,-109.7104
,SÚPER SERVICIO TOLUCA S.A. DE C.V.,PL/1619/EXP/ES/2015,19.27484,-99.64599
,SERVICIO GONZÁLEZ DE CERRALVO S.A. DE C.V.,PL/2033/EXP/ES/2015,26.08999,-99.61378
,COMBUSTIBLES POSEIDON S.A. DE C.V.,PL/1989/EXP/ES/2015,20.58483,-103.4472
,GRUPO GASOLINERO TH S.A. DE C.V.,PL/1731/EXP/ES/2015,19.83448,-98.94162
,ESTACIÓN JH S.A. DE C.V.,PL/1808/EXP/ES/2015,21.02794,-102.3818
,SERVICIO COCOHTLI S.A. DE C.V.,PL/1856/EXP/ES/2015,19.22415,-98.86621
,ARCO NORTE COMBUSTIBLES S.A. DE C.V.,PL/1896/EXP/ES/2015,18.50683,-88.29462
,DIMECO S.A. DE C.V.,PL/1578/EXP/ES/2015,19.45276,-99.21875
,ETRAFUCE INTERNATIONAL COMPANY S.A. DE C.V.,PL/1759/EXP/ES/2015,20.52888,-100.7998
,SERVICIO LA BARCA S.A. DE C.V.,PL/1628/EXP/ES/2015,20.2773,-102.5571
,SERVICIO CLAVE S.A. DE C.V.,PL/1723/EXP/ES/2015,19.4665,-99.14008
,GASOLINERÍA RECOLETOS S.A. DE C.V.,PL/1742/EXP/ES/2015,19.53295,-99.02752
,RALSI S.A. DE C.V.,PL/1560/EXP/ES/2015,24.14348,-110.2944
,SUMIGAS S.A. DE C.V.,PL/2036/EXP/ES/2015,20.04187,-98.79523
,SERVICIO MAGDALENA S A DE C V,PL/1971/EXP/ES/2015,20.9123,-103.9889
,GRUPO TREHER S.A. DE C.V.,PL/2027/EXP/ES/2015,19.8798,-98.94765
,RICOBA GASOLINERA S.A. DE C.V.,PL/2012/EXP/ES/2015,26.98612,-105.6636
,SERVICIO LAN KIN S.A. DE C.V.,PL/1860/EXP/ES/2015,21.14475,-86.90418
,GASOLINERA SAN RAFAEL S.A. DE C.V.,PL/1587/EXP/ES/2015,20.62463,-103.3047
,PETROLÍFEROS LA TERRITORIAL S. DE R. L. DE C. V.,PL/1549/EXP/ES/2015,20.75631,-105.2356
,GASOLINERA INSURGENTES S.A. DE C.V.,PL/1692/EXP/ES/2015,20.65398,-101.3708
,SUAGUE S.A. DE C.V.,PL/1525/EXP/ES/2015,19.40325,-99.16972
,"ESTACION ORO, S.A. DE C.V.",PL/1547/EXP/ES/2015,32.51292,-116.9613
,GASOLINERAS SUREÑAS S. DE R. L. DE C. V.,PL/2035/EXP/ES/2015,17.07292,-96.67089
,ESTACIÓN DE SERVICIO TRES HERMANOS S.A. DE C.V.,PL/1744/EXP/ES/2015,31.74244,-106.499
,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2037/EXP/ES/2015,17.99829,-93.34951
,PLATINIUM GAS S.A. DE C.V.,PL/1563/EXP/ES/2015,24.05449,-110.2999
,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/1538/EXP/ES/2015,20.67138,-103.4048
,COMBUSTIBLES MILLENIUM S.A. DE C.V.,PL/1947/EXP/ES/2015,20.74153,-103.3875
,GASOLINERÍA LA CHICA S.A. DE C.V.,PL/1522/EXP/ES/2015,19.62624,-99.0787
,SILVIA SALAS TREJO,PL/1975/EXP/ES/2015,20.00267,-102.7166
,GASOLINERA DEL SUR DE GUADALAJARA S.A. DE C.V.,PL/1988/EXP/ES/2015,20.60435,-103.3997
,ESTACIÓN DE SERVICIO JOCO S.A. DE C.V.,PL/1968/EXP/ES/2015,19.67597,-99.80648
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1963/EXP/ES/2015,22.88663,-109.927
,AUTOSERVICIO HIMNO NACIONAL S.A. DE C.V.,PL/1878/EXP/ES/2015,22.13584,-100.9807
,INMOBILIARIA GLADIOLAS S.A. DE C.V.,PL/1680/EXP/ES/2015,20.21315,-87.45746
,OPERADORA DE COMBUSTIBLES BONANZA S.A. DE C.V.,PL/1925/EXP/ES/2015,16.71721,-93.17426
,SERVICIO CORTEZ S. A.,PL/1827/EXP/ES/2015,31.86245,-116.5934
,SÚPER SEVICIO TUXPAN S.A. DE C.V.,PL/1994/EXP/ES/2015,19.55673,-103.3689
,SERVICIO RAMÍREZ DE TEPATITLÁN S.A. DE C.V.,PL/1757/EXP/ES/2015,20.82224,-102.7802
,SERVICIO ALSO S.A. DE C.V.,PL/1633/EXP/ES/2015,17.59854,-99.5194
,ELIZABETH RUIZ CASAL,PL/1624/EXP/ES/2015,19.41301,-99.05653
,SERVICIO TULTITLÁN EXPRESS S.A. DE C.V.,PL/1622/EXP/ES/2015,19.61985,-99.1732
,RAGONZVILL S.A. DE C.V.,PL/1640/EXP/ES/2015,19.69572,-103.4566
,ESTACIÓN DE SERVICIO NOCUPETARO S.A. DE C.V.,PL/1861/EXP/ES/2015,19.70817,-101.1916
,PICO DE LAMAS S.A. DE C.V.,PL/1987/EXP/ES/2015,20.69357,-103.2692
,SERVICIOS GASOLINEROS DE MEXICO S.A. DE C.V.,PL/1639/EXP/ES/2015,20.43341,-103.5789
,SERVICIO SAHUAYO S.A. DE C.V.,PL/1844/EXP/ES/2015,20.06435,-102.716
,"ENCINOS GAS STATION GROUP, S.A. DE C.V.",PL/1995/EXP/ES/2015,19.28391,-99.47232
,ESTACIÓN SANTA MARÍA S.A. DE C.V.,PL/2019/EXP/ES/2015,20.07069,-98.40208
,ADMINISTRADORA DE FRANQUICIAS R & R S.A. DE C.V.,PL/1931/EXP/ES/2015,19.6846,-99.13007
,SERVICIO NAHUATZEN S.A. DE C.V.,PL/1656/EXP/ES/2015,19.6557,-101.9268
,SERVICIOS GASOLINEROS DE MEXICO S.A. DE C.V.,PL/1961/EXP/ES/2015,20.5425,-103.2623
,ESTACIÓN DE SERVICIO EL SALTO S.A. DE C.V.,PL/1727/EXP/ES/2015,18.91669,-98.89527
,"GRUPO VILLAMON, S.A. DE C.V.",PL/1899/EXP/ES/2015,18.5071,-89.38576
,GASMORVIL S.A. DE C.V.,PL/1591/EXP/ES/2015,20.47652,-87.26335
,COMBUSTIBLES Y LUBRICANTES OJUELOS S.A. DE C.V.,PL/1710/EXP/ES/2015,21.87517,-101.5741
,SERVICIO DEL CENTRO S.A. DE C.V.,PL/1811/EXP/ES/2015,20.67791,-101.3361
,SUECU S.A. DE C.V.,PL/2009/EXP/ES/2015,19.42607,-102.0408
,ANDUL OIL S.A. DE C.V.,PL/1644/EXP/ES/2015,20.64861,-103.4581
,SERVICIO GRAMMAR S.A. DE C.V.,PL/1851/EXP/ES/2015,19.37015,-98.96274
,HERMANOS CARRETO SUCESORES. S. DE R. L.,PL/1609/EXP/ES/2015,18.91477,-98.45686
,SÚPER SERVICIO TOLUCA S.A. DE C.V.,PL/1621/EXP/ES/2015,19.3014,-99.6641
,SERVICIO TIERRA MAYA S.A. DE C.V.,PL/1858/EXP/ES/2015,19.58278,-88.05304
,SERVICIO BASE AÉREA S.A. DE C.V.,PL/1756/EXP/ES/2015,20.76081,-103.44
,GASOLINERIA ORO DE VALLARTA S.A. DE C.V.,PL/1585/EXP/ES/2015,20.674,-105.2504
,GASOLINERA SERVICIO DEL PUENTE S.A. DE C.V.,PL/1514/EXP/ES/2015,20.04215,-100.7135
,INMUEBLES VENTA DE CARPIO S.A. DE C.V.,PL/1748/EXP/ES/2015,19.65353,-99.11986
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1932/EXP/ES/2015,22.89611,-109.9189
,GRUPO EMPRESARIAL 3 MIXTECAS S.A. DE C.V.,PL/1836/EXP/ES/2015,17.81339,-97.76329
,SERVICIO JUVENTINO ROSAS S.A. DE C.V.,PL/1541/EXP/ES/2015,20.64282,-100.9837
,CENTRO GASOLINERO ANIMAS S.A. DE C.V.,PL/1775/EXP/ES/2015,20.58537,-97.4914
,ORGANIZACIÓN LA LUNA S.A. DE C.V.,PL/1712/EXP/ES/2015,20.48913,-103.4926
,PETROPLAZAS S.A. DE C.V.,PL/1657/EXP/ES/2015,23.19423,-106.2708
,SERVICIO ZONA NORTE S.A. DE C.V.,PL/1870/EXP/ES/2015,19.48708,-99.05516
,MAGAÑA SERVICIOS GASOLINEROS S.A. DE C.V.,PL/1776/EXP/ES/2015,21.09568,-101.6158
,PETROMAX S.A. DE C.V.,PL/1722/EXP/ES/2015,28.60008,-106.1024
,COMERCIALIZADORA MALECON DEL RIO S.A. DE C.V.,PL/1612/EXP/ES/2015,21.1037,-101.6602
,SERVICIO GRUPO TEPEYAC S.A. DE C.V.,PL/1800/EXP/ES/2015,20.54467,-100.8394
,GALA GAS S.A. DE C.V.,PL/1841/EXP/ES/2015,19.31269,-98.89609
,DISTRIBUIDORA DE COMBUSTIBLES MAZATL S.A. DE C.V.,PL/1755/EXP/ES/2015,19.91996,-103.019
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1942/EXP/ES/2015,23.07254,-109.7059
,ESTACIÓN DE SERVICIO MAXIPISTA TAPATÍA S.A. DE C.V.,PL/1945/EXP/ES/2015,20.60742,-103.1291
,ESTACIÓN DE SERVICIO MAXIPISTA TAPATÍA S.A. DE C.V.,PL/1991/EXP/ES/2015,20.60373,-103.1286
,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/1986/EXP/ES/2015,20.56312,-103.4132
,COMBUSTIBLES MELAMENGAMBREAS S.A. DE C.V.,PL/1996/EXP/ES/2015,20.66154,-103.4307
,SERVICIO LAS FUENTES S.A. DE C.V.,PL/1645/EXP/ES/2015,20.62326,-103.4218
,SERVICIO ALPE S.A. DE C.V.,PL/1638/EXP/ES/2015,17.57185,-99.51491
,GAXCOPETROL DE MÉXICO S.A. DE C.V.,PL/1760/EXP/ES/2015,20.65568,-103.4237
,GRUPO GILJES S.A. DE C.V.,PL/1823/EXP/ES/2015,19.30385,-99.75148
,GASO PLUS DE HIDALGO S.A. DE C.V.,PL/1832/EXP/ES/2015,20.18506,-99.28356
,SERVICIOS MESASECA S.A. DE C.V.,PL/1658/EXP/ES/2015,25.77991,-108.9725
,SERVICIO VACACIONAL TLAYACAPAN S.A. DE C.V.,PL/1838/EXP/ES/2015,18.94141,-98.97506
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1934/EXP/ES/2015,22.90488,-109.9218
,ROCAGAS SA DE CV,PL/1814/EXP/ES/2015,21.14314,-101.693
,SERVICIOS MODERNOS DE JILOTEPEC S.A. DE C.V.,PL/2006/EXP/ES/2015,19.96503,-99.53239
,COMBUSTIBLES DE SANTA ANITA S.A. DE C.V.,PL/1985/EXP/ES/2015,20.55564,-103.4568
,DESECHOS BIOLÓGICOS E INDUSTRIALES S.A. DE C.V.,PL/1837/EXP/ES/2015,19.60659,-99.21122
,JUAN NEPOMUCENO GUERRA PÉREZ,PL/1936/EXP/ES/2015,24.04535,-99.11705
,GARMAN PACHUCA S.A. DE C.V.,PL/1649/EXP/ES/2015,20.10523,-98.76765
,SERVICIO NUEVO CHUPICUARO S.A. DE C.V.,PL/1552/EXP/ES/2015,20.06107,-100.6915
,SERVICIO CARRETERO JOCOTEPEC SA DE CV,PL/1924/EXP/ES/2015,20.2772,-103.4459
,RAGUVES S.A. DE C.V.,PL/1779/EXP/ES/2015,19.52847,-99.05305
,LA LUZ DE TAMPICO S.A. DE C.V.,PL/1747/EXP/ES/2015,22.77384,-102.5933
,SERVICIO HÚSARES DE LA UNIÓN S.A. DE C.V.,PL/1806/EXP/ES/2015,21.13927,-101.9968
,SERVICIO EL BARCO S.A. DE C.V.,PL/1876/EXP/ES/2015,19.42048,-99.04861
,TECNOCENTRO DE AGUASCALIENTES S.A. DE C.V.,PL/1566/EXP/ES/2015,21.92267,-102.2964
,GRUPO FERCHE S.A. DE C.V.,PL/1617/EXP/ES/2015,19.55695,-97.25512
,COMBUSTIBLES LA PUERTA SA DE CV,PL/2038/EXP/ES/2015,19.29764,-99.77032
,SERVICIO ORQUIDEAS S.A. DE C.V.,PL/1850/EXP/ES/2015,21.19036,-86.86993
,GAXCO OBELISCO S.A. DE C.V.,PL/1807/EXP/ES/2015,20.71605,-103.3803
,SERVICIO SANTA MARÍA CANCHESDA S.A. DE C.V.,PL/1729/EXP/ES/2015,19.92083,-100.0126
,ORGANIZACIÓN LA LUNA S.A. DE C.V.,PL/1883/EXP/ES/2015,20.63723,-103.299
,SERVICIO VASA S.A. DE C.V.,PL/1751/EXP/ES/2015,19.25875,-99.64293
,ESTACIÓN PUERTO CANCÚN S.A. DE C.V.,PL/1592/EXP/ES/2015,21.158,-86.82084
,GASOLINERA CUDEA S.A. DE C.V.,PL/1887/EXP/ES/2015,20.57447,-103.3641
,MA. ANGELICA GARCÍA SÁNCHEZ,PL/2024/EXP/ES/2015,19.65004,-98.90331
,SERVICIO DUBLIN S.A. DE C.V.,PL/1721/EXP/ES/2015,20.06806,-98.74478
,COMBUSTIBLES DE HUAJUAPAN S.A. DE C.V.,PL/1594/EXP/ES/2015,17.81585,-97.79044
,SERVICIO DEL CANTABRICO S.A. DE C.V.,PL/1652/EXP/ES/2015,19.5084,-99.22044
,GASOLINERA LA MORENA S.A. DE C.V.,PL/1719/EXP/ES/2015,20.72843,-103.3535
,SERVICIO PANAMERICANO DE COMBUSTIBLES S.A. DE C.V.,PL/1962/EXP/ES/2015,19.6241,-99.15694
,SERVICIO TORRE BLANCA S.A. DE C.V.,PL/1625/EXP/ES/2015,21.16991,-86.84187
,CARGA COMBUSTIBLES S.A. DE C.V.,PL/1715/EXP/ES/2015,19.59318,-99.28056
,SERVICIOS CAPOTE S.A. DE C.V.,PL/1588/EXP/ES/2015,21.12627,-86.83244
,SERVICIO BULLE ANDRADE S.A. DE C.V.,PL/1623/EXP/ES/2015,21.11322,-101.6873
,GASOLINERÍA PALACIOS S.A. DE C.V.,PL/1665/EXP/ES/2015,19.34969,-99.14513
,SERVICIO NEZA S.A. DE C.V.,PL/1868/EXP/ES/2015,19.40546,-99.0423
,SERVICIO MAR PROFUNDO S.A. DE C.V.,PL/1611/EXP/ES/2015,21.18654,-86.83702
,SERVICIO JARDINES DEL PEDREGAL S.A. DE C.V.,PL/1789/EXP/ES/2015,19.31853,-99.2111
,COMBUSTIBLES SOLIDARIDAD S.A. DE C.V.,PL/1812/EXP/ES/2015,21.03329,-101.8536
,INMOBILIARIA RUINAS DE COBA S.A. DE C.V.,PL/1685/EXP/ES/2015,20.50853,-87.71854
,COMBULUB EL PILAR S.A. DE C.V.,PL/1767/EXP/ES/2015,19.8483,-98.94969
,INMOBILIARIA SUGARSU S.A. DE C.V.,PL/1580/EXP/ES/2015,19.64596,-99.00462
,SERVICIO INTEGRAL LA LAGUNA DE ALJOJUCA S.A. DE C.V.,PL/1817/EXP/ES/2015,19.09436,-97.53745
,SERVICIO AMERICAS S.A. DE C.V.,PL/1720/EXP/ES/2015,28.65872,-106.1029
,"SERVICIO CALIPSO, S. DE R.L. DE C.V.",PL/1568/EXP/ES/2015,21.94994,-102.3339
,SERVICIO JUMAY S.A. DE C.V.,PL/1702/EXP/ES/2015,20.88853,-100.7631
,COMBUSTIBLES DE PUERTO ARISTA S.A. DE C.V.,PL/1529/EXP/ES/2015,15.9443,-93.79592
,SUPERSRVICIO DEL VALLE DEL ORIENTE S.A. DE C.V.,PL/1822/EXP/ES/2015,19.69823,-100.6071
,COMBUSTIBLES TRITON S.A. DE C.V.,PL/1999/EXP/ES/2015,20.72942,-103.5315
,MINI ESTACIÓN TEPA S.A. DE C.V.,PL/1764/EXP/ES/2015,20.80697,-102.7765
,INMOBILIARIA BOLNUEVO 10 S.A. DE C.V.,PL/1746/EXP/ES/2015,19.62374,-99.07623
,ARTURO Y JUAN GOMEZ MARTINEZ S.A. DE C.V.,PL/1928/EXP/ES/2015,20.14435,-98.28939
,AUTO ESTACIÓN COMBUSTIBLES S.A. DE C.V.,PL/1527/EXP/ES/2015,19.69673,-101.2179
,ENERGÉTICOS LUCIA S.A. DE C.V.,PL/1675/EXP/ES/2015,19.70424,-99.9647
,PROVEEDORA DE COMBUSTIBLES LERMA S.A. DE C.V.,PL/1818/EXP/ES/2015,19.29878,-99.53251
,COMBUSTIBLES SANTA CRUZ MAGARIÑO S.A. DE C.V.,PL/1730/EXP/ES/2015,16.48846,-95.04387
,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.,PL/1965/EXP/ES/2015,19.66524,-99.20914
,SERVICIO DIVISIÓN S.A. DE C.V.,PL/1618/EXP/ES/2015,19.3085,-99.13287
,SERVICIO LA SIERRITA S.A. DE C.V.,PL/1886/EXP/ES/2015,21.27917,-99.24962
,SERVICIO FAGOSA S.A. DE C.V.,PL/1902/EXP/ES/2015,19.45316,-99.05065
,CONCEPCIÓN MARIO GOMEZ SÁNCHEZ,PL/1518/EXP/ES/2015,16.7225,-93.01874
,GASOLINERIA SERVICIO LERMA S.A. DE C.V.,PL/1519/EXP/ES/2015,20.03698,-100.7132
,PETROMAR DEL PACIFICO S.A. DE C.V.,PL/1707/EXP/ES/2015,23.23971,-106.4457
,CRIMER S.A. DE C.V.,PL/1642/EXP/ES/2015,19.91342,-99.84749
,"GRUPO VILLAMON, S.A. DE C.V.",PL/1892/EXP/ES/2015,18.18875,-91.04569
,SERVICO CHARO S.A. DE C.V.,PL/1920/EXP/ES/2015,19.74673,-101.0597
,SERVICIO LOS PLANES S.A. DE C.V. .,PL/1564/EXP/ES/2015,23.97648,-109.9687
,INMOBILIARIA SUGARSU S.A. DE C.V.,PL/1711/EXP/ES/2015,19.7098,-99.14212
,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/1686/EXP/ES/2015,19.61072,-99.19093
,GASOLINERA CHERANGUERAN S.A. DE C.V.,PL/1749/EXP/ES/2015,19.44753,-102.0763
,INMOBILIARIA SANTA BLANCA S.A. DE C.V.,PL/1894/EXP/ES/2015,21.20336,-86.84107
,CEFEVIG S.A. DE C.V.,PL/1732/EXP/ES/2015,20.29376,-102.6825
,GASOLINERA SANTA BARBARA S.A. DE C.V.,PL/1785/EXP/ES/2015,20.63498,-103.3297
,SERVICIO BAHAMAS S.A. DE C.V.,PL/1874/EXP/ES/2015,19.41252,-99.01341
,SERVICIO VALDORI S.A. DE C.V.,PL/1914/EXP/ES/2015,19.50835,-99.03967
,SERVICIO PANORAMICO S.A. DE C.V.,PL/1610/EXP/ES/2015,19.56732,-98.81911
,COMPAÑIA SANTA MARÍA S.A. DE C.V.,PL/1959/EXP/ES/2015,20.1483,-98.2923
,GRUPO SECA GASOLINERAS SA DE CV,PL/1813/EXP/ES/2015,20.98984,-101.286
,SERVICIO CAIMANES S.A. DE C.V.,PL/1897/EXP/ES/2015,21.17937,-86.863
,SERVICIO GORM S.A. DE C.V.,PL/1877/EXP/ES/2015,19.39134,-99.01116
,ESTACIÓN DE SERVICIOS PUNTO SUR S.A. DE C.V.,PL/1842/EXP/ES/2015,20.58481,-103.3309
,ESTACIÓN SAN ANDRES S.A. DE C.V.,PL/1969/EXP/ES/2015,20.90909,-103.9572
,FLORENCIO LARIOS GAYTAN S.A. DE C.V.,PL/1701/EXP/ES/2015,19.21511,-103.8039
,SERVICIO CUARTA AVENIDA S.A. DE C.V.,PL/1873/EXP/ES/2015,19.40745,-99.00306
,GERARDO MONCADA CANTU,PL/2016/EXP/ES/2015,27.07353,-101.5398
,CENTRO GASOLINERO ANIMAS S.A. DE C.V.,PL/1526/EXP/ES/2015,19.47827,-96.79156
,SERVICIO APOLO S.A. DE C.V.,PL/1929/EXP/ES/2015,21.46652,-104.8791
,JAPI S.A. DE C.V.,PL/1973/EXP/ES/2015,19.38745,-99.03836
,GASOLINERA BONAMPAK S.A. DE C.V.,PL/1513/EXP/ES/2015,16.73584,-93.11283
,ESTACIÓN DE SERVICIO LA COSTA S.A. DE C.V.,PL/1682/EXP/ES/2015,21.13387,-86.82677
,COLE S.A. DE C.V.,PL/1528/EXP/ES/2015,20.14457,-100.5231
,GASOLINERA CUDEA S.A. DE C.V.,PL/1646/EXP/ES/2015,20.70605,-103.4632
,KANZ COMBUSTIBLES S.A. DE C.V.,PL/2028/EXP/ES/2015,18.86042,-97.0614
,SERVICIO EXTRARAPIDO S.A. DE C.V.,PL/1865/EXP/ES/2015,20.76328,-103.34
,SERVICIO RÍO HONDO S.A. DE C.V.,PL/1852/EXP/ES/2015,20.67633,-87.04619
,SERVICIOS GUAU S.A. DE C.V.,PL/1774/EXP/ES/2015,19.76281,-98.97382
,SERVICIO KAFEGO S.A. DE C.V.,PL/1903/EXP/ES/2015,19.41136,-98.93159
,PETROMAX S.A. DE C.V.,PL/1672/EXP/ES/2015,28.63609,-106.0852
,ESTACIÓN EL CRUCERO S.A. DE C.V.,PL/2031/EXP/ES/2015,22.18689,-102.2445
,SERVICIO ERMITA S.A. DE C.V.,PL/1768/EXP/ES/2015,19.36076,-99.14361
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1705/EXP/ES/2015,22.90346,-109.9335
,OPERADORA DE COMBUSTIBLES SAN LUIS S.A. DE C.V.,PL/1889/EXP/ES/2015,16.75727,-93.16085
,SANALIN S.A. DE C.V.,PL/1687/EXP/ES/2015,18.36585,-102.2919
,ESTACIÓN DE SERVICIO BIDASOA S.A. DE C.V.,PL/2008/EXP/ES/2015,19.26157,-99.62024
,CORPORATIVO DE COMBUSTIBLES S.A. DE C.V.,PL/1540/EXP/ES/2015,20.49153,-100.9611
,SERVICIO TREINTA TREINTA S.A. DE C.V.,PL/1605/EXP/ES/2015,19.60208,-99.04134
,ESTACIONES DE SERVICIO PENINSULARES S.A. DE C.V.,PL/1955/EXP/ES/2015,22.89267,-109.9082
,SERVICIO AUTOEXPRESS HERNIE S.A. DE C.V.,PL/1539/EXP/ES/2015,20.69386,-101.3671
